,no,id_numbers,id,tweets,keywords
6070,6070,['1667564449610502144'],1.67e+18,"@Raphfel High energy bills are much scarier than outlandish scenarios involving nuclear power plants and ""radiation.""",nuclear power radiation
6071,6071,['1667556573533868032'],1.67e+18,"@elonmusk @stclairashley In japan the nuclear power plants released all that radiation into the ocean, they blew up the Nordstrom pipe line released all that poison, in ohio the released the chemicals they created with the train wreck and planned burn to release deadly poison on everything",nuclear power radiation
6076,6076,['1667530665829490691'],1.67e+18,"@philthatremains I used to work in nuclear energy. I can assure you that my 8 years of experience, I have never seen someone get radiation sickness or injury. My counts were super low

If the US Navy can handle nuclear power without any issues, I think we can find a way to make it more accessible",nuclear power radiation
6080,6080,['1667489326412832770'],1.67e+18,"@Jo_Bond Believe it or not, nuclear plants are radiating basically nothing unless they like blow up or something (then, yes, you're f*cked). Your annual radiation dose from cosmic radiation: 33 mrem. From living within 75km of a nuclear power plant: .01 mrem. A factor of 3300 less.",nuclear power radiation
6083,6083,['1667480680454844417'],1.67e+18,RT @jules_dancer28: the pickering power plant radiation has gone to his head bc this is a nuclear level of unserious,nuclear power radiation
6087,6087,['1667423114576162817'],1.67e+18,"of the ZANP station were automatically turned off, the fuel supply is enough for 10 days if the external power supply of the ZNPP is not restored during this time, an accident is possible. which will put the nuclear and radiation safety of the whole world at risk for the 7th time",nuclear power radiation
6088,6088,['1667421842146041856'],1.67e+18,"Energoatom put unit No. 5 of the Zaporizhzhia nuclear power plant in a state of ""cold shutdown"".  The reason for the decision was the impossibility of recovering the violations of nuclear and radiation protection regulations found in the station occupied by the Russians. https://t.co/G22mRsVCC4",nuclear power radiation
6089,6089,['1667414096247939072'],1.67e+18,RT @Bellona_etc: A special report by @Bellona_etc is dedicated to various environmental risks during war at the Zaporizhzhia Nuclear Power?â‚¬?,nuclear power radiation
6092,6092,['1667394664872157186'],1.67e+18,"RT @Maks_NAFO_FELLA: ""The last power unit of the Zaporizhzhia NPP is being transferred to the ""cold shutdown"" mode"" - SINR

 The decision w?â‚¬?",nuclear power radiation
6093,6093,['1667391090977042432'],1.67e+18,"RT @anno1540: 18.51

????????? NUCLEAR DANGER

 The last power unit of the ZNPE is IMMEDIATELY transferred to the ""cold shutdown"" mode!

 The dec?â‚¬?",nuclear power radiation
6103,6103,['1668508448471015424'],1.67e+18,"@patrickadownes Today on NPR (Karen Radio) the widest range public radio and leftist programming in America. A 10min segment on the comeback of nuclear, 85% positive with $PEN's CEO and a Biden adm rep / 15% throw away low energy same old tired resistance activism.",nuclear energy public
6104,6104,['1668503555370782720'],1.67e+18,It would be the mother of all ironies if Oliver Stone turns out to be the one to inform the American public how dreadfully ignorant they?â‚¬?ve been for decades about nuclear energy.,nuclear energy public
6114,6114,['1668388981996769280'],1.67e+18,"RT @AscendedYield: Go big on nuclear, carry on developing offshore wind, build more houses, bring down industrial energy costs, modernise a?â‚¬?",nuclear energy public
6115,6115,['1668383320655163396'],1.67e+18,"Go big on nuclear, carry on developing offshore wind, build more houses, bring down industrial energy costs, modernise and expand public transport",nuclear energy public
6116,6116,['1668379050996531200'],1.67e+18,@mae12561 @KariLake @FBI Just to be clear you're defending Trumps right to violate the atomic energy act of 1946 and store nuclear secrets in his public bathroom right? Just want to be clear,nuclear energy public
6119,6119,['1668355935851479040'],1.67e+18,RT @SkrticX: Cigarettes manufactured using atomic energy in #Cleveland. Phillip Morris Inc. conducted the first public demo of the use of a?â‚¬?,nuclear energy public
6134,6134,['1668281741105065984'],1.67e+18,"RT @shellenberger: For decades, experts said the best way to reduce emissions was reducing energy consumption &amp; increasing solar and wind e?â‚¬?",nuclear energy public
6138,6138,['1668247872201007104'],1.67e+18,"@SenJohnKennedy Can individual states start researching alternative energy sources, like nuclear? Cause the feds will never do whats best for the public",nuclear energy public
6156,6156,['1668061584105807872'],1.67e+18,"RT @debrierley: Which is why we need to wipe all student debt, stop subsidies to the fossil fuel industry, tax the corporations &amp; the billi?â‚¬?",nuclear energy public
6157,6157,['1668058400196837383'],1.67e+18,"@TheJuicins @2muchfun4me @Concern70732755 Things like hwy 407, Via Rail, Air Canada, transit, our public energy/ultilities, petro canada, health care, our official residences overseas, our nuclear program. All sold off by cons at a great loss. All should have remained nationalized so WE can reap the profits/benefits.",nuclear energy public
6158,6158,['1668042670990585857'],1.67e+18,"I think the use of micro reactors would be a much better and safer approach, and may reduce the concern of the general public with proper education. 

Nuclear energy renaissance emerges as counterbalance to Democrats' Green New Deal https://t.co/IaKhhHjYdo via @JustTheNews",nuclear energy public
6159,6159,['1668037541759700994'],1.67e+18,"Which is why we need to wipe all student debt, stop subsidies to the fossil fuel industry, tax the corporations &amp; the billionaires, not buy nuclear submarines, invest in public education, health, housing &amp; transport, approve renewable energy projects not mines - just to begin https://t.co/zKqbRi9gNF",nuclear energy public
6185,6185,['1667956237802020864'],1.67e+18,RT @iran_policy: Newly leaked documents reveal the #Iranian regime's controversial allocation of public land to the Atomic Energy Organizat?â‚¬?,nuclear power public
6186,6186,['1667954852025212929'],1.67e+18,"Newly leaked documents reveal the #Iranian regime's controversial allocation of public land to the Atomic Energy Organization, furthering their #nuclear ambitions.
https://t.co/WigEnizxCH",nuclear power public
6187,6187,['1667929475403636737'],1.67e+18,https://t.co/GYe0w0vkrQ scaremongering! In an attempt to dissuade the public from a perfect viable energy solution in nuclear.,nuclear power public
6188,6188,['1667924214723280896'],1.67e+18,"@Waksman84 @Atomicrod The real answer isn't that nuclear is ""renewable"".  It's ""who cares"".  ""Renewability"" is simply not an important metric.  It's semantics.  Economics,climate impats, and public health impacts/risks are what matter.  THIS is what matters:
https://t.co/TZnZ9Y7J0h",nuclear power public
6195,6195,['1668648536420892673'],1.67e+18,@fab_ahoi @ChristianCram12 @WallStreetSilv ?â‚¬?Large-scale public protests against nuclear power &amp; heavy losses for Merkel's Christian Dems &amp; her FDP coalition allies in regional elections marked the weeks leading up to this latest decision?â‚¬?. From 2011. The #German people Protested #nuclear - getting what they voted for ????,nuclear power public
6197,6197,['1668592297003327490'],1.67e+18,@Jackie63714113 We needed a couple of new nuclear power stations built during the Blair and Brown years but they blew all the public money on shite and we had years of austerity to follow.,nuclear power public
6201,6201,['1668563432038072322'],1.67e+18,"@AlmutBonhage  from #BBL will explain how Civil Society members can be heard on the public consultation for the Lifetime extension of the Nuclear Power Plants in Belgium.

Webinar: 14 June 2023 from 11:00am to 12:00pm.

Registration: https://t.co/DkAocHEaNk https://t.co/NzhizyCvQj",nuclear power public
6203,6203,['1668408168957788161'],1.67e+18,"@ProjectVirginia If the voting public understands the damage Virginia Democrats have done to the public schools and their absurd war on natural gas and nuclear power--deliberately targeting industry, jobs, and utility bills-- for what? An unprovable and irrational claim that CO2 causes warming!",nuclear power public
6204,6204,['1668405487098888192'],1.67e+18,"Ok, let?â‚¬?s play Drumpf?â‚¬?s game, and agree that he had the power to declassify docs with his mind. Why in the actual F#&lt;?â‚¬?k would you expose nuclear secrets to the public??",nuclear power public
6205,6205,['1668384520637239297'],1.67e+18,"@Antiproton_com We need to focus on nuclear for only what's really necessary until people stop with ""but Chernobyl..."", so no. It's better to spend the public good will with power plants and Earth-Mars transfer.",nuclear power public
6206,6206,['1668366725589377025'],1.67e+18,"@BernardGray4 @edders51 The short answer is when Government invests in them. When they will do anything to avoid capital expenditure, and when the public are terrified of the word nuclear, there is little prospect of them being introduced - and indeed of any more nuclear power of any sort.",nuclear power public
6207,6207,['1668326224266166275'],1.67e+18,"@CelovskyDanny @DrStevenGreer He just explained how ""some will suffer on a Macro Economic level."" Who?

The oil industry, public utilities, wind &amp; nuclear power, and surface roads?â‚¬?all out of business. These industries have been holding humanity back for 100 years.",nuclear power public
6208,6208,['1668305599757529106'],1.67e+18,"@MihaKlement @dorfman_p @JunagarhMedia The patience of governments, general public, the press etc when it comes to the delays,  costs and damage caused by nuclear power, is what I mean.   Feels like a lot more than they would have for renewable energy projects.",nuclear power public
6210,6210,['1668293278746259462'],1.67e+18,"RT @notstoya: Once upon a time,

If a president tried to frame a nuclear power we're not at war with by staging an attack they were not res?â‚¬?",nuclear power public
6211,6211,['1668288244599992321'],1.67e+18,"@Atomicrod @Jaczko This final rule to address the capability of new nuclear power reactors relative to an aircraft impact is based both on enhanced public health and safety and enhanced common defense and security, but is not necessary for adequate protection.

Hey NRC?â‚¬? https://t.co/PS94oFtYkn",nuclear power public
6213,6213,['1668224754480824320'],1.67e+18,"RT @Politically_Ill: @notkavi These are the exact seem people who would do everything in their power to kill public transit, infill develop?â‚¬?",nuclear power public
6214,6214,['1668170421538295813'],1.67e+18,"@ronInBendigo @Billzilla5 @australian Yet you wanted the public to vote for them.A little late to criticise them now mate,they?â‚¬?re banished for a long https://t.co/4qgT9g0ChD your wanted nuclear power will never happen in Australia.",nuclear power public
6215,6215,['1668160227114467328'],1.67e+18,"Legacy:At the time of her death,she was accused of bribery by the husband of Public Protector. During her time as the minister of energy,she was embroiled in a controversial attempt to acquire nuclear power in South Africa but was cleared by Parliament?â‚¬?s ethics committee in March",nuclear power public
6216,6216,['1668102504075382786'],1.67e+18,"RT @sillymickel: ?â‚¬?At that time, the nuclear power plants that were being built, in Washington State, were the WPPSS plants (Washington Publ?â‚¬?",nuclear power public
6218,6218,['1668060621969973248'],1.67e+18,"RT @tomaspueyo: Since the Bucha massacre was made public, Germany has paid ~$1.5B in gas to Russia

Yet ???????? will still close its nuclear pow?â‚¬?",nuclear power public
6219,6219,['1668042413695201281'],1.67e+18,"@KWick04 @AlexEpstein @mspolicy Wrong.  Failure of these natural gas and nuclear plants was failure to deliver, regardless of the cause.  This led to the Big Freeze in Texas and deaths.  As you noted, winterization costs money - so the power companies chose $$ over public safety.   No surprise there! https://t.co/9auBCpOqNB",nuclear power public
6222,6222,['1667982751432048641'],1.67e+18,RT @motokorich: Words of Hiroshima A-bomb survivor on Zelensky?â‚¬?s visit to her city ?â‚¬?I want him to see what nuclear war has done to our coun?â‚¬?,nuclear power public
6224,6224,['1667975964830072833'],1.67e+18,"@KingKha13740543 @ImranKhanPTI Please when public or any one don't know Iran then never give wrong information do you know American power full agencies are thinking Iran have a atomic nuclear power weapons but where came from who gave them or they are his own.but no one knows this ,yes this is secret.",nuclear power public
6227,6227,['1667900786041577473'],1.67e+18,@alpsa Building nuclear War Machines but cannot build clean and efficient nuclear power to supply the SA public with cheap electricity? ????your just taking the piss now ???????????â‚¬?????,nuclear power public
6228,6228,['1667900574820446210'],1.67e+18,RT @CarlBerglof: I notice that the chart to some extent reassemble the chart on the public support towards new nuclear power in Sweden ( gr?â‚¬?,nuclear power public
6229,6229,['1667899862258692098'],1.67e+18,"@TIMOTHYJOHNART @TraceySpicer Yes!. It breaks my heart. The stupidity!
They invented the Atom bomb- but should NEVER have
used it. Nuclear power weaponized! They shouldn?â‚¬?t have. Just because they invented AI doesn?â‚¬?t mean they should?â‚¬?ve ever released it 2the careless public. These?â‚¬?geniuses?â‚¬?need 2go OUTSIDE.",nuclear power public
6230,6230,['1667897214495072257'],1.67e+18,"@PixelRatedGames We need to consider it as ""and and"" instead of ""or or"": electrify, hydro power and hydrogen (different), nuclear, wind, solar etc. Indeed, post-Covid, the public transportation also in NL has become more worse. It looks like coming from hybernation...",nuclear power public
6231,6231,['1667894287676190720'],1.67e+18,"It's MISSION ACCOMPLISHED for the BREXIT FIFTH COLUMN... it's time for the CONSERVATIVE PARTY to hand over the betrayal of the BRITISH PUBLIC and the UK to the LEXITEERS who also support BREXIT, ""FREEPORTS"", NUCLEAR POWER, FOSSIL FUELS and AUSTERITY https://t.co/2eJfy6TcQS",nuclear power public
6238,6238,['1667820833731911681'],1.67e+18,I notice that the chart to some extent reassemble the chart on the public support towards new nuclear power in Sweden ( green line). https://t.co/Tq2CMJxw32,nuclear power public
6239,6239,['1667820821748801539'],1.67e+18,"2022: nuclear power is expected to play a significant role in the global energy mix, contributing to the reduction of carbon emissions, despite facing challenges such as high capital costs and public acceptance issues.
(7)",nuclear power public
6241,6241,['1667820809996386306'],1.67e+18,"2015: the future of nuclear power is expected to remain relatively stable, with growth primarily in Asia, while facing challenges in terms of public acceptance and financing in many countries.
(6)",nuclear power public
6243,6243,['1667820804875202567'],1.67e+18,"2012: the future of nuclear power is uncertain, with its growth largely dependent on policy decisions, public acceptance, and cost competitiveness with other energy sources.
(3)",nuclear power public
6244,6244,['1667816581567598595'],1.67e+18,"@360Raygun @SharylAttkisson Nuclear facilities are shut down due to a parliamentary decision before the war in Ukraine started. Irreversible process, technically speaking.
A few milestones that shaped public opinion:
1. ???? power generation and it's successor the Green Party, were anti-nuclear &amp; anti-war.",nuclear power public
6245,6245,['1667763251386384386'],1.67e+18,"""We have made this budget out of tradition, increasing taxes will not increase inflation. Pakistan is a nuclear power, now it must also become an economic power. Plan B cannot be discussed in public"" - Ishaq Dar's post Budget. https://t.co/1PDjWthmmQ",nuclear power public
6246,6246,['1667691754446004224'],1.67e+18,"RT @JustinList: @RishiSunak 1) Reduce Business taxes to 12.5% 
2) Scrap Net Zero
3) Provide 80% baseload cheap power through Nuclear 
4) En?â‚¬?",nuclear power public
6247,6247,['1667675944197275648'],1.67e+18,"@psud12 @griptmedia @77Hepburn @Shell 6/9 ulterior motives. I must admit I got (temporarily) fooled about nuclear power when our local Green party wheeled out a cherry picked 'nuclear expert' at a public meeting to spread fear &amp; loathing. I'm not saying these people were cynically manipulating, but they were so",nuclear power public
6248,6248,['1667626971906359305'],1.67e+18,@liberta_sempre @kamilkazani The German public voted for parties that preferred safer alternatives to nuclear power. The phase-out has been over a decade.,nuclear power public
6249,6249,['1667589766945075200'],1.67e+18,"@TheFlinkening RT's real superpower isn't the flight or the aerokenesis, it's that he is, quite literally, THE ENTIRETY OF RUSSIA'S PUBLIC INFRASTRUCTURE. Homes, schools, nuclear fusion power plants, train stations, bus stops, fire stations, you name it!",nuclear power public
6253,6253,['1667546538258706432'],1.67e+18,"@wiseguy702 @MonicaCrowley Bush deleted 22 M emails

Rice and Power used Public Emails

Hillary sent 1,000d of Class Emails using State Dept secured Sytems, used private server for unclassified communications 

Trump kept Nuclear Secrets after subpoenaed, hid them from Lawyers and FBI

""In the bathroom"" https://t.co/hoYN7UHFRQ",nuclear power public
6254,6254,['1667517528388648961'],1.67e+18,"@Teen_Socialism @KonstantinKisin nuclear is actually pretty damn safe now. There is a common misconception that it can go wrong easily but we've had nuclear power for a long time and It's rather safe, the general public tends to be rather uneducated though.",nuclear power public
6255,6255,['1667517132916023299'],1.67e+18,"RT @Pk_NewsPro: ""Plan B could not be made public"" -Dar
- We are an atomic power.

PLAN B:
1. Selling Nuclear Assets?
2. Cultivation of Opiu?â‚¬?",nuclear power public
6256,6256,['1667516094100262912'],1.67e+18,"""Plan B could not be made public"" -Dar
- We are an atomic power.

PLAN B:
1. Selling Nuclear Assets?
2. Cultivation of Opium poppy on large scale?
3. Amnesty Scheme for The most corrupt and rich- turning black money white (with some secret arrangements)?
#ImranKhan https://t.co/VyK73m1mBm",nuclear power public
6257,6257,['1667512492631764992'],1.67e+18,@EdKrassen @MericasPlumber1 @TomFitton Considering the president has the power to declassify just about any information that would make it public record and he is allowed to have it... nuclear codes are changed frequently and if you know anything about it they are not launched on one code alone...,nuclear power public
6258,6258,['1667510542976598017'],1.67e+18,"@StephHoover8 @krassenstein Neither of those involved nuclear secrets or giving them to a foreign power ( the latter is just an assumption, if that did happen I suspect they would not make that public in an indictment). You have a point, but the problem is maga is comparing instances of mishandling",nuclear power public
6259,6259,['1667485079956869121'],1.67e+18,@energybants Yes because I detest the anti-nuclear power movement in Germany. We will lose all industry before the public finally wakes up.,nuclear power public
6260,6260,['1667469850740940802'],1.67e+18,"@lukecwainwright @norfolkmustard @QuentinWillson @nationalgrid Depends who you talk to. But yes, planning permission is a major obstacle. Building any kind of power station is very political. The public need a dose of reality if we?â‚¬?re going to meet our targets. https://t.co/tj1gMwQTak",nuclear power public
6261,6261,['1667453630318800896'],1.67e+18,"RT @iainpdooley: @CarolineLucas That ""difference"" was you trying to block the development of nuclear power to keep everyone cold and poor *?â‚¬?",nuclear power public
6265,6265,['1667408725349376000'],1.67e+18,RT @rewtoetzi: @gimmingham @JamesMelville @johndmtb You mean the public that's been highly propagandized by decades of fear mongering and m?â‚¬?,nuclear power public
6267,6267,['1667366533796974593'],1.67e+18,"@gimmingham @JamesMelville @johndmtb You mean the public that's been highly propagandized by decades of fear mongering and merciless exaggeration of the actual dangers of nuclear power.

Watch Oliver Stone's movie Nuclear Now.",nuclear power public
6268,6268,['1667360330333265922'],1.67e+18,"@DC_Draino Over 300 documents and he had no such power, exclaimed he knew he didn't have the power on recording, while lying in public (his typical blasphemy) as with the nuclear intel, that type of classified involved several agencies to declassify.  The idiot exemplifies bumbling idiot.",nuclear power public
6270,6270,['1667343867736096769'],1.67e+18,"@EdKrassen It doesn't need to be declassified.  You can read it yourself in any public library, or in any well written physics book.  Nuclear power, even nuclear weapons, are not a secret.  They just aren't easy to build, thankfully.  But it's not for a lack of information.",nuclear power public
6271,6271,['1667305133724827648'],1.67e+18,"@HawleyMO If the people in power refuse to punish someone who stole State nuclear and DOD secrets, stored them in public areas, put our  very country in jeopardy, lied to the FBI about it, and made our allies question sharing intelligence with us, then we shouldn?â‚¬?t have a country.",nuclear power public
6273,6273,['1667299144501690374'],1.67e+18,"@TiceRichard Because there?â‚¬?s an entire department set up to make weather sound very scary. The scarier it sounds, the less likely the public are to object to ?â‚¬?solutions?â‚¬? (such as invading China and replacing their coal fired power stations with nuclear).",nuclear power public
6274,6274,['1667280187904638976'],1.67e+18,"@GOP @SpeakerMcCarthy Nuclear docs highly sensitive can?â‚¬?t be used as evidence, for public knowledge? You?â‚¬?re at risk as well. ALL AGAINST US laws.Think crazy stupid political power greed would affect only us who support democracy? Not political. Probable Espionage anti American.",nuclear power public
6276,6276,['1667260746982387712'],1.67e+18,"RT @pepecoins: @SonOfATech Good News! The Ai can help us, as long as we don't touch the red button. Does it mean its power, or the notoriou?â‚¬?",nuclear power public
6277,6277,['1667252884029820942'],1.67e+18,RT @jdf754: @DavidManOnFire Representative Cummings report on nuclear energy in 2018 had specific details about the companies and people in?â‚¬?,nuclear power public
6278,6278,['1667251829091061765'],1.67e+18,@DavidManOnFire Representative Cummings report on nuclear energy in 2018 had specific details about the companies and people involved in the plan. Republicans took the report off of public access when they took power in the mid term elections.,nuclear power public
6287,6287,['1667227491700711439'],1.67e+18,"@robertsandison3 @DCTannoudji @dorfman_p Irrelevant and silly. Nuke isn't dying from direct deaths.
Nuke fails:
a) cost to build
b) cost of kWh produced
c) time to build
d) risk to investment
e) return on investment
f) waste disposal
g) public acceptance
h) vulnerability to terrorism and war
https://t.co/xummbajPuv",nuclear plant public
6290,6290,['1667214698465337344'],1.67e+18,The entire military industrial complex is responsible for about 2% of the US greenhouse gas output. Now do the other 98%. Nuclear power is being resisted by the *public* itself. It has nothing to do with some conspiracy by the oil and gas industry. https://t.co/t3PGXeGpJd,nuclear plant public
6291,6291,['1667214533335605248'],1.67e+18,RT @WilliamClouston: I find Labour?â‚¬?s backtracking on its various green pledges underwhelming. What Britain desperately needs is a concrete?â‚¬?,nuclear plant public
6292,6292,['1667214196071596032'],1.67e+18,"I find Labour?â‚¬?s backtracking on its various green pledges underwhelming. What Britain desperately needs is a concrete pledge on a specific industry, eg. to re-build our domestic nuclear power industry. 

Concrete and measurable so the public can judge success or failure. https://t.co/MxAG4PByXS",nuclear plant public
6295,6295,['1668659260996157440'],1.67e+18,"#NRCNews: We?â‚¬?re holding a public meeting on June 27 in #Hampton, New Hampshire, to discuss the 2022 safety performance of the #Seabrook
#nuclear power plant.
https://t.co/2Pno1LGNv7 https://t.co/6BpwbcdH40",nuclear plant public
6296,6296,['1668645524809949184'],1.67e+18,"An assessment by @McKinsey: ?â‚¬?Nuclear can help answer the climate and energy security challenge but although public perception represents one barrier to new nuclear plant construction, we believe that the onus of meeting this moment of need in the energy
https://t.co/gVWyfbSyAB",nuclear plant public
6297,6297,['1668589442653896704'],1.67e+18,"South Korea's fisheries ministry held the first of a series of nationwide briefings for the public to explain seafood safety on June 13 amid Japan's plan to release treated radioactive water from the disaster-hit Fukushima nuclear power plant into the sea.
https://t.co/SoQiCYC9Sw",nuclear plant public
6298,6298,['1668579685226147843'],1.67e+18,"@steve_hanke When did Pakistan built nuclear plant in Karachi in public place
If you don't have correct informations don't tweet 
Respect your profession and try to report facts
There was no nuclear plant it was just a fire incident",nuclear plant public
6299,6299,['1668572126419271683'],1.67e+18,"@BellumPaxBR @rybar_force @witte_sergei @Freedland @TimothyDSnyder @AdamKania1979 @Faytuks @TarikCyrilAmar @stephenwertheim @njtmulder @HimkaJohn @wienerlibrary @SamuelSokol @ElissaBemporad @NikaMelkozerova @bitbau0x45 @peterpomeranzev @leonidragozin @MarkAmesExiled @TheWarNerd @TheOliverStone @hurryupharry1 @PTetlock @RBReich @afshinrattansi Does that make any sense or logic to blow up dam which is 140 kms near the largest Nuclear Power Plant built by Soviet Union in 1985 ?

Nordstream and Dam sabotage are major crimes the Western public is snoozing on by their leaders. https://t.co/vlH2h23TyP",nuclear plant public
6300,6300,['1668566186232107010'],1.67e+18,"@steve_hanke Nuclear power plant in public residence? Are you sure? Are you serious?
Which country have nuclear power plant in a residential area?
Tweet something sane.",nuclear plant public
6301,6301,['1668561507851046913'],1.67e+18,"Misinformation abt attacks on #Pakistan's nuclear plant can have severe consequences. Let's be vigilant, question the sources, and rely on credible information to ensure a well-informed public discourse.#FightMisinformation #NuclearSafety @AsmaKhawaja5 @DGPR_PAF @ForeignOfficePk https://t.co/zDzNnXq0NK",nuclear plant public
6302,6302,['1668559644392935426'],1.67e+18,"@steve_hanke Nuclear power plant among the local area very close to a Public housing society....????????????????????????????
Power plant like a poltery farm and like a dairy farm.. you ediot man...",nuclear plant public
6304,6304,['1668507491280338944'],1.67e+18,RT @BhaiyaGBadGuy: U proved u r self to be moron which nuclear plant is based rite in the middle of public place and housing  societies and?â‚¬?,nuclear plant public
6305,6305,['1668503890839388163'],1.67e+18,U proved u r self to be moron which nuclear plant is based rite in the middle of public place and housing  societies and which nuclear plant looks like this keep Ur mouth shut and focus west which is in complete collapse https://t.co/n2xkAQ6m5R,nuclear plant public
6309,6309,['1668320958933762054'],1.67e+18,"RT @HopfJames: Another example  of bad messaging.  An effort to allay public fears that increases public perception of danger:

""..the dilu?â‚¬?",nuclear plant public
6311,6311,['1668301980345974785'],1.67e+18,"Another example  of bad messaging.  An effort to allay public fears that increases public perception of danger:

""..the diluted water will be released into the ocean over decades, making it harmless to people and marine life.""
1/7
https://t.co/1CxpMqP1kc",nuclear plant public
6312,6312,['1668278253713235970'],1.67e+18,#NRCNews: We?â‚¬?re holding a public meeting on June 27 to discuss 2022 safety performance of the Seabrook #nuclear power plant. https://t.co/r0jRmo0sPR,nuclear plant public
6321,6321,['1667880368282959873'],1.67e+18,RT @globaltimesnews: Japan?â‚¬?s unilateral decision to discharge nuclear-contaminated wastewater into the sea disregards international law and?â‚¬?,nuclear plant public
6322,6322,['1667879300325077004'],1.67e+18,"Japan?â‚¬?s unilateral decision to discharge nuclear-contaminated wastewater into the sea disregards international law and public opinion, said analysts on Sunday, one day before TEPCO, the operator of the crippled Fukushima Daiichi nuclear power plant, starts trial operations of?â‚¬? https://t.co/OnWpHHauLM https://t.co/V6g7ia5tQc",nuclear plant public
6323,6323,['1667869443182014468'],1.67e+18,@businessposthq The problem with the greens is they put the cart before the horse. They are not having anything in place to mitigate their policies. What they should be doing is changing the public mindset on nuclear energy. With the goal of building a nuclear power plant,nuclear plant public
6324,6324,['1667575556072677376'],1.67e+18,"Public exhaustion with fact-lite plans. A few hospitals, social care plan that Schr??dinger would be proud of for both being imminent and never delivered and funding cut. No nuclear plant per year, fairy tale fusion by 2040, no US trade deal, farmers ceding ground to Oz and NZ",nuclear plant public
6325,6325,['1667567666452676610'],1.67e+18,Regulators: Nuclear plant leak didn?â‚¬?t require public notice https://t.co/3SPQD1wKFE,nuclear plant public
6326,6326,['1667418362975072256'],1.67e+18,"RT @BullionCzar: - invalidate the constitution 
- make codesa records public
- make all government documents between 1880-1994 public
- cas?â‚¬?",nuclear plant public
6327,6327,['1667409699912728577'],1.67e+18,"@TheWarMonitor Messing with the cooling of a modern nuclear plant that can potentially affect Poland and big part of Europe is surely the redline, til that happens, they?â‚¬?re not gonna do the no fly zone, they just need a big enough excuse to do it to justify the ?â‚¬?nuke?â‚¬? risk to the public.",nuclear plant public
6329,6329,['1667331032654176260'],1.67e+18,"RT @allnewtomorrow: @Filbert631 @Keir_Starmer Also, taxpayers won't ever be asked to pay twice for the same energy - no unexpected spiralli?â‚¬?",nuclear plant public
6330,6330,['1667308208476639234'],1.67e+18,"@FissionPhil @Climatehope2 There has not been a nuclear plant built anywhere on earth without public sector support. 
At the moment, nuclear is 3-4 times more expensive per MWhr than renewables. Why do you want to punish customers with high energy prices for decades?",nuclear plant public
6331,6331,['1667300489883467779'],1.67e+18,@EdKrassen Yes you love Secrest just like that nuclear plant leak that was kept hidden from the public in November 2022 till March 2023... Go away nationalist,nuclear plant public
6333,6333,['1667243177856606234'],1.67e+18,"RT @BruckenRuski: Dropping this, as cooling needs for #ZNPP are of interest with #KakhovkaDam collapse... 

I created the map as an infogra?â‚¬?",nuclear plant public
6334,6334,['1667242408025661466'],1.67e+18,"Dropping this, as cooling needs for #ZNPP are of interest with #KakhovkaDam collapse... 

I created the map as an infographic for the public, i.e., detailed description of cooling system.

Mapping #Russia's Attacks on #Zaporizhzhia #Nuclear Power Plant https://t.co/EzlEAwiME8 https://t.co/gdhVmU7dhD",nuclear plant public
6335,6335,['1667187834057539585'],1.67e+18,"ForksTalk Newswatch: Japan Releasing Irradiated Water Into Ocean From Fukushima Nuclear Site: Fukushima Dai-Ichi Nuclear Power Plant  

 Please Follow us on??Gab,??Minds,??Telegram,??Rumble,??Gab TV,??GETTR,??Truth Social  

 According to Japanese public?â‚¬? https://t.co/jeupExoX5t https://t.co/zymzduO5dm",nuclear plant public
6336,6336,['1667070019812089863'],1.67e+18,"@SMccoull @marcykey50 @ZelenskyyUa Wrong. Ukraine had a plan, they voiced it public months ago. Russia had control of the area. Russia has control of the Nuclear power plant that may not have adequate cooling because of this. Ukraine is losing and is desperate. What stronger data points do you have?",nuclear plant public
6338,6338,['1666893062033793036'],1.67e+18,"@samuel1021 @nicknet100 @zoom15000 @MoltexFLEX @RichardJMurphy Regardless of types of funding, Who will pay the decommissioning cost for HP  and whose the cost for EVERY past nuclear powered plant?
The lying shrills never mention the ??132bn and rising. They have the cheek to mention early wind adapters.  https://t.co/sToJW8boP0",nuclear plant public
6347,6347,['1666818886707326977'],1.67e+18,"RT @NucSafetyUCS: Energoatom reports that, contrary to some alarmist news reports, the water level in the #Zaporizhzhia #nuclear plant's co?â‚¬?",nuclear plant public
6348,6348,['1666818625385410560'],1.67e+18,"Energoatom reports that, contrary to some alarmist news reports, the water level in the #Zaporizhzhia #nuclear plant's cooling pond is currently stable, and the situation ""remains under control."" I think it is important for the public to be prepared but not to panic.",nuclear plant public
6349,6349,['1666767149606502403'],1.67e+18,@RomanLeko1 @ashertheowl @UN At least don't come telling bare faced lies to the public and think that people are too stupid to add two and two together. You can bomb the zaporizhia nuclear plant as well but don't come accusing people of being trolls when they point out your lies about the Russians doint it.,nuclear plant public
6350,6350,['1666652563330985986'],1.67e+18,"RT @BMedicky: @pb_in_ny @TheStanislawski I have one unpleasant but perhaps necessary suggestion.

If it appears Russia is prepared to blow?â‚¬?",nuclear plant public
6351,6351,['1666649766481235968'],1.67e+18,"RT @Rneifeld: NATO should announce that blowing up the Zaporizhzhia nuclear power plant will, not may, trigger article 5, and result in NAT?â‚¬?",nuclear plant public
